ENTITY_NAME*|*ENTITY_NUM*|*INITIAL_FILING_DATE*|*JURISDICTION*|*ENTITY_STATUS*|*STANDING_SOS*|*ENTITY_TYPE*|*FILING_TYPE*|*FOREIGN_NAME*|*STANDING_FTB*|*STANDING_VCFCF*|*STANDING_AGENT*|*SUSPENSION_DATE*|*LAST_SI_FILE_NUMBER*|*LAST_SI_FILE_DATE*|*PRINCIPAL_ADDRESS*|*PRINCIPAL_ADDRESS2*|*PRINCIPAL_CITY*|*PRINCIPAL_STATE*|*PRINCIPAL_COUNTRY*|*PRINCIPAL_POSTAL_CODE*|*MAILING_ADDRESS*|*MAILING_ADDRESS2*|*MAILING_ADDRESS3*|*MAILING_CITY*|*MAILING_STATE*|*MAILING_COUNTRY*|*MAILING_POSTAL_CODE*|*PRINCIPAL_ADDRESS_IN_CA*|*PRINCIPAL_ADDRESS2_IN_CA*|*PRINCIPAL_CITY_IN_CA*|*PRINCIPAL_STATE_IN_CA*|*PRINCIPAL_COUNTRY_IN_CA*|*PRINCIPAL_POSTAL_CODE_IN_CA*|*LLC_MANAGEMENT_STRUCTURE*|*TYPE_OF_BUSINESS
My Brothers and Sisters and I*|*B20260303138*|*07/16/2026*|*CALIFORNIA*|*Active*|*Good*|*Nonprofit Corporation - CA - Public Benefit*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*22718 RIO REYES CT*|**|*SANTA CLARITA*|*CA*|*United States*|*91354*|*22718 RIO REYES CT*|**|**|*SANTA CLARITA*|*CA*|*United States*|*91354*|**|**|**|**|**|**|**|*
NovaFi Mortgage, Inc.*|*B20260241759*|*07/17/2026*|*Texas*|*Active*|*Good*|*Stock Corporation - Out of State - Stock*|*Foreign*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*25018 OAKHURST DR*|**|*SPRING*|*TX*|*United States*|*77386*|*25018 OAKHURST DR*|**|**|*SPRING*|*TX*|*United States*|*77386*|**|**|**|**|**|**|**|*
Open Farm Analytics*|*B20260299795*|*07/15/2026*|*CALIFORNIA*|*Active*|*Good*|*Nonprofit Corporation - CA - Public Benefit*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1434 BAYVIEW HEIGHTS DRIVE*|**|*BAYWOOD-LOS OSOS*|*CA*|*United States*|*93402-4410*|*1434 BAYVIEW HEIGHTS DRIVE*|**|**|*BAYWOOD-LOS OSOS*|*CA*|*United States*|*93402-4410*|**|**|**|**|**|**|**|*
Pathways Community Network, Inc.*|*B20260303062*|*07/13/2026*|*GEORGIA*|*Active*|*Good*|*Nonprofit Corporation - Out of State*|*Foreign*|*Pathways Community Network Inc*|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*315 W PONCE DE LEON AVE*|*STE 450*|*DECATUR*|*GA*|*United States*|*30030*|*P.O. BOX 3531*|**|**|*DECATUR*|*GA*|*United States*|*30031*|*1401 21ST ST*|*SUITE R*|*SACRAMENTO*|*CA*|*United States*|*95811*|**|*
Paul Art LLC*|*B20260304057*|*07/13/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*27870 MOUNT TRIUMPH WAY*|**|*YORBA LINDA*|*CA*|*United States*|*92887*|*27870 MOUNT TRIUMPH WAY*|**|**|*YORBA LINDA*|*CA*|*United States*|*92887*|**|**|**|**|**|**|*One Manager*|*
Pit-Stop Auto Works, LLC*|*B20260281552*|*07/14/2026*|*WYOMING*|*Active*|*Good*|*Limited Liability Company - Out of State*|*Foreign*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*10514 ROUSELLE DR.*|**|*JURUPA VALLEY*|*CA*|*United States*|*91752*|*10514 ROUSELLE DR.*|**|**|*JURUPA VALLEY*|*CA*|*United States*|*91752*|*10514 ROUSELLE DR.*|**|*JURUPA VALLEY*|*CA*|*United States*|*91752*|**|*
PMP ENTERPRISE*|*B20260297510*|*07/15/2026*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*79685 VIA SIN CIUDADO*|**|*LA QUINTA*|*CA*|*United States*|*92253*|*79685 VIA SIN CIUDADO*|**|**|*LA QUINTA*|*CA*|*United States*|*92253*|**|**|**|**|**|**|**|*
Project D.A.D.S. Technologies, Inc.*|*B20260235792*|*07/14/2026*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*10772 TELEGRAPH RD*|**|*VENTURA*|*CA*|*United States*|*93004*|*10772 TELEGRAPH RD*|**|**|*VENTURA*|*CA*|*United States*|*93004*|**|**|**|**|**|**|**|*
Prospera Insurance Services  Inc.*|*B20260297458*|*07/14/2026*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*26214 UNBRIDLED CIR*|**|*MORENO VALLEY*|*CA*|*United States*|*92555*|*26214 UNBRIDLED CIR*|**|**|*MORENO VALLEY*|*CA*|*United States*|*92555*|**|**|**|**|**|**|**|*
RG Stone & Masonry*|*B20260301481*|*07/16/2026*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*8127 JELLICO AVE*|**|*NORTHRIDGE*|*CA*|*United States*|*91325*|*8127 JELLICO AVE*|**|**|*NORTHRIDGE*|*CA*|*United States*|*91325*|**|**|**|**|**|**|**|*
Risen Enterprise LLC*|*B20260300972*|*07/14/2026*|*MINNESOTA*|*Active*|*Good*|*Limited Liability Company - Out of State*|*Foreign*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*5123 W 98TH ST*|*2021*|*MINNEAPOLIS*|*MN*|*United States*|*55437*|*2801 B ST*|*231*|**|*SAN DIEGO*|*CA*|*United States*|*92102*|*3036 JUNIPER ST*|*2*|*SAN DIEGO*|*CA*|*United States*|*92102*|**|*
Ronalds breakfast lunch dinner*|*B20260258337*|*07/15/2026*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*6333 GREEN TREE BLVD*|**|*VICTORVILLE*|*CA*|*United States*|*92393*|*PO BOX 572*|**|**|*VICTORVILLE*|*CA*|*United States*|*92393*|**|**|**|**|**|**|**|*
Royal Pushh Co*|*B20260303405*|*07/13/2026*|*CALIFORNIA*|*Active*|*Good*|*Nonprofit Corporation - CA - Public Benefit*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1120 SYCAMORE AVE*|*2G*|*VISTA*|*CA*|*United States*|*92081*|*1120 SYCAMORE AVE*|*2G*|**|*VISTA*|*CA*|*United States*|*92081*|**|**|**|**|**|**|**|*
S AND L TRANSPORT INC*|*B20260301636*|*07/15/2026*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20261467199*|*Jul 17 2026 12:42PM*|*37885 HIGH RIDGE RD*|**|*BEAUMONT*|*CA*|*United States*|*92223*|*37885 HIGH RIDGE RD*|**|**|*BEAUMONT*|*CA*|*United States*|*92223*|**|**|**|**|**|**|**|*TRUCKING
Salty Bay Medical Corporation*|*B20260276831*|*07/13/2026*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - Professional*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*4405 E. LOS COYOTES DIAGONAL*|**|*LONG BEACH*|*CA*|*United States*|*90815*|*4405 E. LOS COYOTES DIAGONAL*|**|**|*LONG BEACH*|*CA*|*United States*|*90815*|**|**|**|**|**|**|**|*
Santa Monica 4 Plex Property LLC*|*B20260304140*|*07/13/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20261473076*|*Jul 19 2026  7:55PM*|*2501 10TH STREET*|**|*SANTA MONICA*|*CA*|*United States*|*90405*|*2501 10TH STREET*|**|**|*SANTA MONICA*|*CA*|*United States*|*90405*|**|**|**|**|**|**|*One Manager*|*Real estate Leaseing
SFP FAMILY LLC*|*B20260301305*|*07/14/2026*|*DELAWARE*|*Active*|*Good*|*Limited Liability Company - Out of State*|*Foreign*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1202 D STREET*|**|*MODESTO*|*CA*|*United States*|*95354*|*1202 D STREET*|**|**|*MODESTO*|*CA*|*United States*|*95354*|*1202 D STREET*|**|*MODESTO*|*CA*|*United States*|*95354*|**|*
Solace Concierge Partners LLC*|*B20260300709*|*07/16/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20261461891*|*Jul 16 2026  2:48PM*|*1 SANSOME STREET SUITE 1400-100A*|**|*SAN FRANCISCO*|*CA*|*United States*|*94104*|*1 SANSOME STREET SUITE 1400-100A PMB 70118*|**|**|*SAN FRANCISCO*|*CA*|*United States*|*94104*|**|**|**|**|**|**|*One Manager*|*health_care_and_social_assistance
Southern California Asset Retrieval LLC*|*B20260291597*|*07/16/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*955 N DUESENBERG DR*|*3313*|*ONTARIO*|*CA*|*United States*|*91764*|*955 N DUESENBERG DR*|*3313*|**|*ONTARIO*|*CA*|*United States*|*91764*|**|**|**|**|**|**|*All LLC Member(s)*|*
SPADES, LLC*|*B20260303173*|*07/15/2026*|*CALIFORNIA*|*Active*|*Good*|*Name Reservation*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|*
Studio Flor LLC*|*B20260299015*|*07/17/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*14692 AURELIA WAY*|**|*SAN LEANDRO*|*CA*|*United States*|*94578*|*14692 AURELIA WAY*|**|**|*SAN LEANDRO*|*CA*|*United States*|*94578*|**|**|**|**|**|**|*One Manager*|*
Suneli Group LLC*|*B20260301079*|*07/15/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*8408 EDGEWOOD ST*|**|*CHINO*|*CA*|*United States*|*91708*|*8408 EDGEWOOD ST*|**|**|*CHINO*|*CA*|*United States*|*91708*|**|**|**|**|**|**|*One Manager*|*
SUNNY MOUNTAINS HEIGHT INC*|*B20260303646*|*07/16/2026*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1500 QUAIL STREET*|*270*|*NEWPORT BEACH*|*CA*|*United States*|*92660*|*1500 QUAIL STREET*|*270*|**|*NEWPORT BEACH*|*CA*|*United States*|*92660*|**|**|**|**|**|**|**|*
Sutton Special Risk America Inc.*|*B20260292271*|*07/15/2026*|*DELAWARE*|*Active*|*Good*|*Stock Corporation - Out of State - Stock*|*Foreign*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*14800 TRINITY BOULEVARD, SUITE 120*|**|*FORT WORTH*|*TX*|*United States*|*76155*|*14800 TRINITY BOULEVARD, SUITE 120*|**|**|*FORT WORTH*|*TX*|*United States*|*76155*|*2710 GATEWAY OAKS DRIVE, SUITE 150N*|**|*SACRAMENTO*|*CA*|*United States*|*95833*|**|*
Tacos Maguey Inc*|*B20260304861*|*07/16/2026*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20261467188*|*Jul 17 2026 12:42PM*|*2242 GRANTLINE RD*|**|*TRACY*|*CA*|*United States*|*95377*|*2242 GRANT LINE RD*|**|**|*TRACY*|*CA*|*United States*|*95377*|**|**|**|**|**|**|**|*TAQUERIA STORE
The Salty Buckle Collective LLC*|*B20260302378*|*07/14/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*8614 GAINES AVENUE*|**|*ORANGEVALE*|*CA*|*United States*|*95662*|*8614 GAINES AVENUE*|**|**|*ORANGEVALE*|*CA*|*United States*|*95662*|**|**|**|**|**|**|*One Manager*|*
Travel Trade Group Inc.*|*B20260305097*|*07/13/2026*|*DELAWARE*|*Active*|*Good*|*Stock Corporation - Out of State - Stock*|*Foreign*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1717 EAST CARY STREET*|**|*RICHMOND*|*VA*|*United States*|*23223*|*1717 EAST CARY STREET*|**|**|*RICHMOND*|*VA*|*United States*|*23223*|*500 N. BRAND BLVD*|*SUITE 890*|*GLENDALE*|*CA*|*United States*|*91203*|**|*
Valley Center Pride*|*B20260292739*|*07/17/2026*|*CALIFORNIA*|*Active*|*Good*|*Nonprofit Corporation - CA - Public Benefit*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20261467878*|*Jul 17 2026  1:58PM*|**|**|**|*CA*|*United States*|**|*28224 CATTLE CREEK CT*|**|**|*VALLEY CENTER*|*CA*|*United States*|*92082*|**|**|**|**|**|**|**|*
VERDER, INC.*|*B20260297681*|*07/16/2026*|*GEORGIA*|*Active*|*Good*|*Stock Corporation - Out of State - Stock*|*Foreign*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*312 CORPORATE PKWY*|*101*|*MACON*|*GA*|*United States*|*31210*|*1200 VETERANS HWY*|*100*|**|*HAUPPAUGE*|*NY*|*United States*|*11788*|**|**|**|**|**|**|**|*
VISALIA CALDWELL ASSOCIATES, LP*|*B20260296198*|*07/13/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Partnership - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*5140 W. CYPRESS AVENUE*|**|*VISALIA*|*CA*|*United States*|*93277*|*430 E STATE ST*|*SUITE 100*|**|*EAGLE*|*ID*|*United States*|*83616*|**|**|**|**|**|**|**|*
VIVAMA Nursing & Wellness, Inc*|*B20260288921*|*07/13/2026*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - Professional*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*12281 KEENLAND DRIVE*|**|*RANCHO CUCAMONGA, CA*|*CA*|*United States*|*91739*|*12281 KEENLAND DRIVE*|**|**|*RANCHO CUCAMONGA, CA*|*CA*|*United States*|*91739*|**|**|**|**|**|**|**|*
Wefel & Blank Solutions LLC*|*B20260303293*|*07/14/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*30816 OLYIMPIA ROSE DR*|**|*MURRIETA*|*CA*|*United States*|*92563*|*30816 OLYIMPIA ROSE DR*|**|**|*MURRIETA*|*CA*|*United States*|*92563*|**|**|**|**|**|**|*More Than One Manager*|*
WESTERN BOOTS FASHION COMPANY INC*|*B20260305165*|*07/14/2026*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20261463105*|*Jul 16 2026  5:13PM*|*3302 N BLACKSTONE AVE*|*SPC 165 D*|*FRESNO*|*CA*|*United States*|*93726*|*3302 N BLACKSTONE AVE*|*SPC 165 D*|**|*FRESNO*|*CA*|*United States*|*93726*|**|**|**|**|**|**|**|*RETAIL STORE WESTERN WEAR
[Art]ifact Collective LLC*|*B20260321649*|*07/13/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20261448035*|*Jul 14 2026  5:07PM*|*608 W NORMAN AVE*|**|*ARCADIA*|*CA*|*United States*|*91007*|*608 W NORMAN AVE*|**|**|*ARCADIA*|*CA*|*United States*|*91007*|**|**|**|**|**|**|*More Than One Manager*|*E-Commerce for Trading Card Accessories
0 imperial LLC*|*B20260324037*|*07/14/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*8605 SANTA MONICA BLVD*|*#93880*|*WEST HOLLYWOOD*|*CA*|*United States*|*90069*|*8605 SANTA MONICA BLVD*|*#93880*|**|*WEST HOLLYWOOD*|*CA*|*United States*|*90069*|**|**|**|**|**|**|*More Than One Manager*|*
1 ALAMO WAY, LLC*|*B20260320165*|*07/14/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20261455649*|*Jul 15 2026  4:28PM*|*2021 BRUSH ST.*|**|*OAKLAND*|*CA*|*United States*|*94612*|*2021 BRUSH ST.*|**|**|*OAKLAND*|*CA*|*United States*|*94612*|**|**|**|**|**|**|*All LLC Member(s)*|*Property Holding
10 SVN Holdings 1, LLC*|*B20260326784*|*07/16/2026*|*DELAWARE*|*Active*|*Good*|*Limited Liability Company - Out of State*|*Foreign*|**|*Good*|*Good*|*Good*|**|*BA20261465054*|*Jul 17 2026  9:13AM*|*2200 BISCAYNE BOULEVARD*|**|*MIAMI*|*FL*|*United States*|*33137*|*2200 BISCAYNE BOULEVARD*|**|**|*MIAMI*|*FL*|*United States*|*33137*|**|**|**|**|**|**|**|*REAL ESTATE
1003 Seal Way LLC*|*B20260322366*|*07/13/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*780 W CHANNEL ST.*|**|*SAN PEDRO*|*CA*|*United States*|*90731*|*780 W. CHANNEL ST.*|**|**|*SAN PEDRO*|*CA*|*United States*|*90731*|**|**|**|**|**|**|*More Than One Manager*|*
1018 N Miami Ave Residential, LLC*|*B20260323332*|*07/14/2026*|*DELAWARE*|*Active*|*Good*|*Limited Liability Company - Out of State*|*Foreign*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*398 NE 5TH STREET*|*13TH FLOOR*|*MIAMI*|*FL*|*United States*|*33132*|*398 NE 5TH STREET*|*13TH FLOOR*|**|*MIAMI*|*FL*|*United States*|*33132*|**|**|**|**|**|**|**|*
1025 SHOAL CREEK LLC*|*B20260323233*|*07/14/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*2273 HIGHGATE ROAD*|**|*WESTLAKE VILLAGE*|*CA*|*United States*|*91362*|*2273 HIGHGATE ROAD*|**|**|*WESTLAKE VILLAGE*|*CA*|*United States*|*91362*|**|**|**|**|**|**|*One Manager*|*
1029 INDUSTRIES LLC*|*B20260328338*|*07/16/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20261467940*|*Jul 17 2026  2:04PM*|*8605 SANTA MONICA BLVD #665185*|**|*WEST HOLLYWOOD*|*CA*|*United States*|*90069*|*8605 SANTA MONICA BLVD #665185*|**|**|*WEST HOLLYWOOD*|*CA*|*United States*|*90069*|*8605 SANTA MONICA BLVD #665185*|**|*WEST HOLLYWOOD*|*CA*|*United States*|*90069*|*All LLC Member(s)*|*Advising companies on how to promote there product
10601-10603 NORWALK BOULEVARD LLC*|*B20260328259*|*07/16/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20261465299*|*Jul 17 2026  9:42AM*|*12230 E. FLORENCE AVE.*|**|*SANTA FE SPRINGS*|*CA*|*United States*|*90670*|*12230 E. FLORENCE AVE.*|**|**|*SANTA FE SPRINGS*|*CA*|*United States*|*90670*|*12230 E. FLORENCE AVE.*|**|*SANTA FE SPRINGS*|*CA*|*United States*|*90670*|*One Manager*|*REAL ESTATE HOLDING
10711 EAST AVE R8 LLC*|*B20260321761*|*07/13/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20261465510*|*Jul 17 2026 10:06AM*|*10711 EAST AVE R8*|**|*SUN VILLAGE*|*CA*|*United States*|*93543*|*10711 EAST AVE R8*|**|**|*SUN VILLAGE*|*CA*|*United States*|*93543*|**|**|**|**|**|**|*One Manager*|*Real Estate
11 LA STRADA LLC*|*B20260323319*|*07/14/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*ONE HALLIDIE PLAZA,*|*SUITE 701*|*SAN FRANCISCO*|*CA*|*United States*|*94102*|*ONE HALLIDIE PLAZA*|*SUITE 701*|**|*SAN FRANCISCO*|*CA*|*United States*|*94102*|**|**|**|**|**|**|*One Manager*|*
1109 Pine Drive LLC*|*B20260321202*|*07/13/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*918 S ROBERTSON BLVD*|**|*LOS ANGELES*|*CA*|*United States*|*90035*|*918 S ROBERTSON BLVD*|**|**|*LOS ANGELES*|*CA*|*United States*|*90035*|**|**|**|**|**|**|*All LLC Member(s)*|*
113 Anita Road LLC*|*B20260326900*|*07/16/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*170 PORT ROYAL*|**|*FOSTER CITY*|*CA*|*United States*|*94404*|*170 PORT ROYAL*|**|**|*FOSTER CITY*|*CA*|*United States*|*94404*|**|**|**|**|**|**|*More Than One Manager*|*
113 Anita Road LLC*|*B20260325600*|*07/15/2026*|*CALIFORNIA*|*Inactive*|*Good*|*Name Reservation*|*Domestic*|**|*Good*|*Good*|*Good*|*2026-07-16 08:17:53.043*|**|*Jan  1 1900 12:00AM*|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|*
1137 Sherwood, LLC*|*B20260325222*|*07/15/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*2982 EDGEWICK RD*|**|*GLENDALE*|*CA*|*United States*|*91206*|*2982 EDGEWICK RD*|**|**|*GLENDALE*|*CA*|*United States*|*91206*|**|**|**|**|**|**|*All LLC Member(s)*|*
114 E. Lomita Ave., LLC*|*B20260323882*|*07/14/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*933 MISTY ISLE DRIVE*|**|*GLENDALE*|*CA*|*United States*|*91207*|*933 MISTY ISLE DRIVE*|**|**|*GLENDALE*|*CA*|*United States*|*91207*|**|**|**|**|**|**|*All LLC Member(s)*|*
116th Street Live, Inc.*|*B20260325051*|*07/15/2026*|*NEW YORK*|*Active*|*Good*|*Stock Corporation - Out of State - Stock*|*Foreign*|**|*Good*|*Good*|*Good*|**|*BA20261468187*|*Jul 17 2026  2:29PM*|*437 MADISON AVE, STE 3700*|**|*NEW YORK*|*NY*|*United States*|*10022*|*437 MADISON AVE, STE 3700*|**|**|*NEW YORK*|*NY*|*United States*|*10022*|**|**|**|**|**|**|**|*Any legal purpose
117 Mammoth LLC*|*B20260323141*|*07/14/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*2715 MOSSY OAK DR*|**|*DANVILLE*|*CA*|*United States*|*94506*|*2715 MOSSY OAK DR*|**|**|*DANVILLE*|*CA*|*United States*|*94506*|**|**|**|**|**|**|*All LLC Member(s)*|*
1177-1112 CALIFORNIA LLC*|*B20260325575*|*07/16/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*ONE HALLIDIE PLAZA,*|*SUITE 701*|*SAN FRANCISCO*|*CA*|*United States*|*94102*|*ONE HALLIDIE PLAZA*|*SUITE 701*|**|*SAN FRANCISCO*|*CA*|*United States*|*94102*|**|**|**|**|**|**|*One Manager*|*
11871 SHELDON LLC*|*B20260324044*|*07/14/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20261458288*|*Jul 16 2026  9:21AM*|*11871 SHELDON ST*|**|*SUN VALLEY*|*CA*|*United States*|*91352*|*11871 SHELDON ST*|**|**|*SUN VALLEY*|*CA*|*United States*|*91352*|**|**|**|**|**|**|*All LLC Member(s)*|*REAL ESTATE
11924 Vose LLC*|*B20260326822*|*07/16/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*11924 VOSE ST*|**|*NORTH HOLLYWOOD*|*CA*|*United States*|*91605*|*14640 KESWICK ST*|**|**|*VAN NUYS*|*CA*|*United States*|*91405*|**|**|**|**|**|**|*One Manager*|*
11964 Whaler's Lane LLC*|*B20260324349*|*07/14/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1327 FALLING STAR AVE*|**|*WESTLAKE VILLAGE*|*CA*|*United States*|*91362*|*1327 FALLING STAR AVE*|**|**|*WESTLAKE VILLAGE*|*CA*|*United States*|*91362*|**|**|**|**|**|**|*More Than One Manager*|*
1260 Big Talk LLC*|*B20260326184*|*07/15/2026*|*DELAWARE*|*Active*|*Good*|*Limited Liability Company - Out of State*|*Foreign*|**|*Good*|*Good*|*Good*|**|*BA20261463109*|*Jul 16 2026  5:13PM*|*1260 BIG TALK*|**|*SAN JOSE*|*CA*|*United States*|*95120*|*1260 BIG TALK*|**|**|*SAN JOSE*|*CA*|*United States*|*95120*|*1260 BIG TALK*|**|*SAN JOSE*|*CA*|*United States*|*95120*|**|*Real estate holding company
1267 ARROYO LLC*|*B20260324082*|*07/14/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*308 WILLOUGHBY COURT*|**|*LAFAYETTE*|*CA*|*United States*|*94549*|*PO BOX 905*|**|*PO BOX 905*|*CONCORD*|*CA*|*United States*|*94522*|**|**|**|**|**|**|*One Manager*|*
